;Monatliche Wetterdaten der Messstation Hohe Warte seit April 1872 | Monthly Data from the Weather Station Hohe Warte since April 1872;;;;;;;;;;;;;;;;;;;;;;;;;;;
REF_YEAR;NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
1937;AT13;91900;91905;193708;18,7;28,7;12,9;22,9;15,6;0;0;9;0;990,6;994,7;981,7;213;3;11;73;;;10,8;;;116;16;5901
1937;AT13;91900;91905;193709;14,8;26,1;6,9;19,4;11,6;0;0;1;0;991;1002,8;977,5;167;6;6;80;;;9;;;131;16;5901
1937;AT13;91900;91905;193710;10,9;19,1;2,6;14,4;8,3;0;0;0;0;994;1009,1;973,6;125;4;12;81;;;11,2;;;28;11;5901
1937;AT13;91900;91905;193711;4,8;11,9;-0,3;6,7;3,3;3;0;0;0;991,9;1003,3;979,7;33;0;22;82;;;10,4;;;51;20;5901
1937;AT13;91900;91905;193712;0,4;11,3;-9,6;2,5;-1,5;16;7;0;0;989;1010,5;968,1;38;1;17;82;;;9,4;;;61;19;5901
1938;AT13;91900;91905;193801;1;11,4;-13;3,7;-1,5;14;9;0;0;990,6;1009,1;967,5;63;0;16;77;;;13;;;52;20;5901
1938;AT13;91900;91905;193802;1,8;11,3;-4,8;5,3;-1;17;0;0;0;999,3;1012,4;975,6;136;8;8;72;;;10,1;;;16;12;5901
1938;AT13;91900;91905;193803;9;20,9;-2,6;13,6;5;3;0;0;0;998,3;1012,4;979,7;185;5;5;58;;;14;;;56;14;5901
1938;AT13;91900;91905;193804;6,8;22,9;-2;10,8;3,6;4;0;0;0;992,5;1007,3;977,2;165;0;6;63;;;14;;;36;15;5901
1938;AT13;91900;91905;193805;12,9;26,4;1,8;17,4;8,3;0;0;1;0;989,9;1002,5;980,7;240;9;10;63;;;13;;;89;15;5901
1938;AT13;91900;91905;193806;19,2;31;8,7;24,2;14,3;0;0;14;4;993,6;1001,3;984,1;265;6;7;66;;;12,2;;;30;11;5901
1938;AT13;91900;91905;193807;19,6;30,3;11;24,6;15,3;0;0;14;3;992;1001,1;980,1;247;4;7;68;;;11,9;;;56;14;5901
1938;AT13;91900;91905;193808;19,1;30,2;10,2;23,5;15,6;0;0;14;1;988,5;998,1;977,5;190;3;9;75;;;11,5;;;242;17;5901
1938;AT13;91900;91905;193809;14,3;23,5;5,3;18,9;10,4;0;0;0;0;994,5;1001,5;983,5;206;13;7;79;;;9,4;;;58;8;5901
1938;AT13;91900;91905;193810;10,7;23;2,6;14,4;8,1;0;0;0;0;993;1020,4;979,6;134;2;9;78;;;11,5;;;20;10;5901
1938;AT13;91900;91905;193811;6,8;16,7;-0,6;9,1;4,6;1;0;0;0;995;1009,6;964,9;52;4;18;83;;;10,4;;;44;13;5901
1938;AT13;91900;91905;193812;-1,6;8,9;-15,3;0,4;-3,8;19;13;0;0;992,3;1007,9;978,7;31;1;21;83;;;11,2;;;37;17;5901
1939;AT13;91900;91905;193901;1,3;8,3;-9,2;3,4;-1,4;15;2;0;0;987,9;1004,7;968,8;49;0;19;85;;;10,1;;;34;12;5901
1939;AT13;91900;91905;193902;3,2;11,1;-6,7;6,2;0,1;15;0;0;0;997,3;1007,3;986,1;110;4;10;67;;;13;;;14;6;5901
1939;AT13;91900;91905;193903;2,5;11,2;-5;5,3;-0,1;15;0;0;0;987,9;1004,9;973,1;115;1;12;72;;;14;;;75;20;5901
1939;AT13;91900;91905;193904;12,6;23,7;2,4;17,6;7,3;0;0;0;0;989,8;1002,9;978;199;5;5;61;;;11,2;;;11;7;5901
1939;AT13;91900;91905;193905;13;23,2;5,8;16,9;9,4;0;0;0;0;987,1;997,6;976,3;147;1;14;73;;;13,7;;;135;19;5901
1939;AT13;91900;91905;193906;18;28,2;8,8;22,4;13,6;0;0;7;0;991;1003,7;976;;5;8;67;;;10,1;;;46;10;5901
1939;AT13;91900;91905;193907;19,7;32,9;6,9;24,9;13,9;0;0;17;3;991,7;1002;980,3;298;6;4;63;;;11,9;;;83;12;5901
1939;AT13;91900;91905;193908;19,3;31,1;12;24,2;14,5;0;0;12;2;992,6;998;984,4;261;3;2;70;;;7,6;;;60;9;5901
1939;AT13;91900;91905;193909;14,6;25,9;-0,1;18,9;10,5;1;0;3;0;992,3;1001,5;982,4;198;5;3;74;;;8,3;;;45;11;5901
1939;AT13;91900;91905;193910;8;19,1;0;10,6;5,5;0;0;0;0;988,5;998;974,7;49;1;16;82;;;12,6;;;99;18;5901
1939;AT13;91900;91905;193911;5,5;14;-3,1;7,5;3,2;7;0;0;0;994;1007,7;976;27;0;21;85;;;15,8;;;66;20;5901
1939;AT13;91900;91905;193912;-0,6;14,3;-15,3;1,6;-3;22;10;0;0;992,9;1006,8;972,4;73;4;14;81;;;15,1;;;55;13;5901
1940;AT13;91900;91905;194001;-8,3;0,1;-20,6;-6;-11,3;31;28;0;0;995;1018;974,8;76;6;11;77;;;11,9;;;36;15;5901
1940;AT13;91900;91905;194002;-6,3;6,6;-17,5;-3,2;-9,6;29;19;0;0;992,5;1012,4;981,1;74;3;13;80;;;11,5;;;28;17;5901
1940;AT13;91900;91905;194003;2,4;16,2;-7;6;-0,9;17;4;0;0;990,4;1009,1;966,4;121;0;10;73;;;16,9;;;42;19;5901
1940;AT13;91900;91905;194004;9,8;25,1;-2;14,2;5,2;7;0;1;0;990;1006,3;977,6;204;6;8;62;;;13,3;;;20;12;5901
1940;AT13;91900;91905;194005;12,7;25,6;4,5;15,9;9,1;0;0;1;0;988,8;996,1;979,6;151;1;14;74;;;14,4;;;180;19;5901
1940;AT13;91900;91905;194006;18;25,7;11,2;21,7;14,1;0;0;2;0;990,3;998,9;975,6;251;3;4;67;;;16,9;;;99;17;5901
1940;AT13;91900;91905;194007;18,3;28,8;10,2;22,7;13,9;0;0;9;0;991;998,4;980,4;244;1;4;72;;;14,8;;;62;18;5901
1940;AT13;91900;91905;194008;16,2;27,8;9,2;20;12,7;0;0;2;0;994,2;1004,9;974,3;190;1;6;73;;;13,3;;;78;17;5901
1940;AT13;91900;91905;194009;14,6;26,1;6,7;18,6;11;0;0;1;0;992,6;1003,7;971,2;141;3;9;80;;;10,8;;;30;20;5901
1940;AT13;91900;91905;194010;9,2;22,6;-0,6;12,1;6,6;1;0;0;0;991,7;1000,7;972,5;88;4;15;82;;;12,6;;;43;10;5901
1940;AT13;91900;91905;194011;6,6;19,6;-0,1;9,6;3,6;1;0;0;0;990,6;1012,1;971,1;70;3;12;77;;;12,6;;;36;9;5901
1940;AT13;91900;91905;194012;-2,9;8,3;-13,7;-0,7;-5,5;25;16;0;0;995,3;1019,2;960,5;73;4;11;71;;;16,6;;;12;10;5901
1941;AT13;91900;91905;194101;-4,2;7,9;-12,3;-2;-6,6;29;22;0;0;987,5;1003,6;966;46;0;21;78;;;12,6;;;52;18;5901
1941;AT13;91900;91905;194102;0,6;9,1;-9,8;3,3;-2,3;20;5;0;0;983,2;1005,2;962,4;85;0;9;81;;;11,5;;;89;15;5901
1941;AT13;91900;91905;194103;5,2;16,6;-6,3;8,6;1,9;7;0;0;0;989,5;1005,1;974,7;117;2;8;71;;;14,8;;;103;17;5901
1941;AT13;91900;91905;194104;8;20,2;-1,8;11,5;4,5;5;0;0;0;988,1;998,7;972;112;1;13;71;;;12,6;;;113;17;5901
1941;AT13;91900;91905;194105;11,7;24,4;0,8;15,6;7,8;0;0;0;0;987,9;999,3;976,1;222;0;7;65;;;18,4;;;76;13;5901
1941;AT13;91900;91905;194106;17,3;27,8;8,9;21,7;12,9;0;0;7;0;992,7;1001,7;977,9;257;3;6;68;;;14;;;56;14;5901
1941;AT13;91900;91905;194107;18,5;27,5;11,8;22,6;14,9;0;0;8;0;992;1002,7;983,5;237;2;7;74;;;11,9;;;204;19;5901
1941;AT13;91900;91905;194108;17,4;27,1;9,2;22,1;13,4;0;0;8;0;990;998,7;983,5;246;5;5;73;;;13,3;;;54;22;5901
1941;AT13;91900;91905;194109;13,1;25,5;4,9;16,9;9,9;0;0;1;0;997,7;1006,5;987,1;194;7;4;73;;;15,8;;;42;11;5901
1941;AT13;91900;91905;194110;8,9;21,4;-1,9;12,4;6,3;2;0;0;0;993,3;1006,5;973,6;108;4;12;78;;;14,4;;;101;20;5901
1941;AT13;91900;91905;194111;1,2;8,1;-6,7;2,8;-0,4;15;5;0;0;997,1;1012,4;979,3;44;0;23;84;;;15,1;;;81;17;5901
1941;AT13;91900;91905;194112;2;15,3;-11;4,4;-0,7;14;6;0;0;996,3;1011,7;972,9;81;3;11;68;;;22;;;17;15;5901
1942;AT13;91900;91905;194201;-9,1;4;-21,9;-6,8;-11,5;29;25;0;0;992,5;1006,9;967,7;48;0;16;78;;;11,9;;;37;21;5901
1942;AT13;91900;91905;194202;-3,8;5,1;-13,9;-1,9;-6,1;24;21;0;0;991,2;1006,8;972,1;33;1;21;80;;;11,2;;;37;14;5901
1942;AT13;91900;91905;194203;1,9;13,9;-8,9;5;-1;20;4;0;0;993,9;1005,5;981,6;94;2;16;76;;;11,2;;;16;10;5901
1942;AT13;91900;91905;194204;8,4;17,6;1,8;11,8;5,4;0;0;0;0;992;1001,1;984;100;0;15;69;;;15,5;;;91;20;5901
1942;AT13;91900;91905;194205;14,8;27,7;1,9;19,1;10,6;0;0;2;0;990,5;1004;977,6;216;4;6;66;;;15,5;;;95;15;5901
1942;AT13;91900;91905;194206;16,8;26;8,2;21,3;12,8;0;0;4;0;993,4;1006,8;981,1;260;6;7;67;;;16,2;;;104;13;5901
1942;AT13;91900;91905;194207;18,3;30,2;11,7;22,8;14,3;0;0;8;1;992,2;998,7;982,9;233;4;6;69;;;14,4;;;45;19;5901
1942;AT13;91900;91905;194208;19,3;29;9,9;24,3;14,2;0;0;16;0;994,1;1000,9;985,3;295;13;2;68;;;9,7;;;35;8;5901
1942;AT13;91900;91905;194209;18,4;30,7;8,5;23,1;13,9;0;0;7;1;993;1004,9;978,3;214;6;2;67;;;10,8;;;14;6;5901
1942;AT13;91900;91905;194210;12,1;24,9;3,6;16,4;8,4;0;0;0;0;993,6;1003,9;980,5;177;7;8;76;;;13,7;;;58;11;5901
1942;AT13;91900;91905;194211;3,7;16;-6,7;5,7;2;8;2;0;0;995,6;1009,3;982,8;44;3;16;79;;;16,2;;;39;17;5901
1942;AT13;91900;91905;194212;2;11,4;-6,5;4,1;0;16;2;0;0;997,5;1010,7;984;80;6;15;84;;;9,4;;;6;10;5901
1943;AT13;91900;91905;194301;-3,6;6,4;-13,2;-1,4;-6,2;30;18;0;0;992,4;1010,3;969,2;48;2;18;80;;;13;;;30;15;5901
1943;AT13;91900;91905;194302;3,7;14,3;-4,5;7,2;0,3;13;0;0;0;999,1;1012,5;983,3;129;11;7;70;;;16,2;;;24;8;5901
1943;AT13;91900;91905;194303;6,5;17,3;-2,8;11,3;1,8;10;0;0;0;997;1012,8;987,7;228;12;5;56;;;14,4;;;43;6;5901
1943;AT13;91900;91905;194304;11,2;24,7;0,9;15,6;7;0;0;0;0;994,9;1006,4;974,3;205;4;7;62;;;15,5;;;65;15;5901
1943;AT13;91900;91905;194305;13,7;23,8;2,7;18,2;8,8;0;0;0;0;994,6;1010,8;974,9;274;8;8;58;;;15,5;;;30;13;5901
1943;AT13;91900;91905;194306;16,2;26,2;6,9;20;12,4;0;0;2;0;994,4;1003,2;984,4;205;3;10;70;;;13,3;;;85;23;5901
1943;AT13;91900;91905;194307;19,3;28,6;10,7;23,9;14,7;0;0;14;0;991,1;999,7;982;287;6;4;66;;;11,2;;;132;16;5901
1943;AT13;91900;91905;194308;20,7;34;10,5;25,9;15,8;0;0;16;5;992,7;1003,2;985,6;281;9;1;62;;;12,6;;;25;13;5901
1943;AT13;91900;91905;194309;16,4;28,1;6,3;21,1;12,4;0;0;3;0;993,3;1002,7;977,1;192;3;7;73;;;11,2;;;30;12;5901
1943;AT13;91900;91905;194310;11,3;21;1,1;15,4;7,8;0;0;0;0;996,3;1006,9;987,5;160;11;6;80;;;8,3;;;3;8;5901
1943;AT13;91900;91905;194311;3,9;12,3;-2;6,5;1,3;7;0;0;0;992;1009,2;965,1;76;2;14;76;;;12,2;;;57;12;5901
1943;AT13;91900;91905;194312;0,7;5,6;-5,4;1,9;-0,6;20;6;0;0;998,8;1010,9;987,9;27;0;22;86;;;12,6;;;45;17;5901
1944;AT13;91900;91905;194401;3,7;11,3;-4,4;5,7;1,3;13;1;0;0;998;1013,5;980,3;60;0;12;73;;;19,8;;;52;15;5901
1944;AT13;91900;91905;194402;-0,6;13,5;-11,4;1,6;-2,7;23;13;0;0;987,7;1003,7;966,5;64;1;19;75;;;16,2;;;46;17;5901
1944;AT13;91900;91905;194403;1,8;9,3;-2,5;4;-0,1;13;0;0;0;988,4;1004,8;967,7;55;0;18;73;;;18;;;88;24;5901
1944;AT13;91900;91905;194404;10,3;24,4;-2,2;14,3;6,1;2;0;0;0;993,4;1006,1;979,9;166;4;9;62;;;12,6;;;20;14;5901
1944;AT13;91900;91905;194405;13;29,3;2,3;17,1;8,7;0;0;2;0;993,9;1008,9;972,8;198;3;14;68;;;11,9;;;89;17;5901
1944;AT13;91900;91905;194406;16,6;25,9;9,1;20,6;13,1;0;0;3;0;989,3;1000,8;979,7;201;5;11;68;;;11,9;;;155;15;5901
1944;AT13;91900;91905;194407;18,9;28,9;13;23,1;15,1;0;0;9;0;990;997,1;975,9;251;2;4;71;;;15,5;;;75;17;5901
1944;AT13;91900;91905;194408;21;29,1;12;25,5;16,4;0;0;19;0;993,5;1002,4;986,4;310;16;2;66;;;9,4;;;36;7;5901
1944;AT13;91900;91905;194409;15;26,3;7,7;19,5;11,1;0;0;2;0;996,1;1007,1;983,9;206;8;7;67;;;13,7;;;22;8;5901
1944;AT13;91900;91905;194410;10,5;18,9;3,1;13,3;8;0;0;0;0;988,5;999,7;976,7;83;1;12;84;;;12,2;;;157;19;5901
1944;AT13;91900;91905;194411;4,4;12,6;-2;6,6;2,2;6;0;0;0;988,4;1006,4;970,3;49;1;17;80;;;12,6;;;115;17;5901
1944;AT13;91900;91905;194412;-0,4;9,5;-9,9;1,4;-2,3;18;12;0;0;995,3;1012,7;967,7;39;4;19;83;;;11,2;;;51;20;5901
1945;AT13;91900;91905;194501;-4,6;1,1;-15,5;-2,5;-7,4;31;27;0;0;988,5;1006,8;971,9;47;1;17;77;;;12,6;;;50;14;5901
1945;AT13;91900;91905;194502;3,2;14,1;-5,5;5,5;1;11;1;0;0;1000;1017,2;976;100;1;11;77;;;14,4;;;61;19;5901
1945;AT13;91900;91905;194503;6,9;18,9;-3,3;10,4;3,7;7;0;0;0;998,6;1007,3;989,3;139;4;5;66;;;16,2;;;33;16;5901
1945;AT13;91900;91905;194504;10,9;22,3;1,3;15,5;6,8;0;0;0;0;992,7;1007,3;974,9;195;3;5;61;;;15,1;;;54;12;5901
1945;AT13;91900;91905;194505;16,1;29,5;1,4;20,9;10,9;0;0;11;0;990,4;1000,9;980,3;255;8;5;66;;;13;;;45;16;5901
1945;AT13;91900;91905;194506;19,2;29,9;8,6;23,9;14,4;0;0;14;0;994,7;1005,1;982,9;264;3;5;62;;;13;;;50;15;5901
1945;AT13;91900;91905;194507;21,1;35,5;10,9;25,8;16,4;0;0;17;6;992;1002,7;982,7;288;3;4;60;;;16,2;;;53;12;5901
1945;AT13;91900;91905;194508;19,4;29,2;12,4;23,8;15,3;0;0;12;0;987,8;998,4;974,5;221;2;0;62;;;15,8;;;40;12;5901
1945;AT13;91900;91905;194509;15,5;26,3;8,4;19,8;11,9;0;0;2;0;994,8;1004,5;982,9;190;6;7;66;;;11,9;;;51;11;5901
