;Monatliche Wetterdaten der Messstation Hohe Warte seit April 1872 | Monthly Data from the Weather Station Hohe Warte since April 1872;;;;;;;;;;;;;;;;;;;;;;;;;;;
REF_YEAR;NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
1872;AT13;91900;91905;187204;11,9;26,2;2,2;18,1;7,5;0;0;3;0;988,3;1001,9;969,1;;4;6;64;;;7,2;;;20;10;5901
1872;AT13;91900;91905;187205;17;30,6;7,9;23,1;11,8;0;0;13;2;990,9;1003,2;981,2;;8;9;64;;;7,2;;;50;8;5901
1872;AT13;91900;91905;187206;17,2;28,3;10;22,6;12,9;0;0;7;0;990;999,7;981,3;;1;7;66;;;10,8;;;73;11;5901
1872;AT13;91900;91905;187207;20,2;34,4;10,5;25,7;14,9;0;0;15;5;990,9;999,5;982,3;;10;8;61;;;7,6;;;57;12;5901
1872;AT13;91900;91905;187208;17,6;30,2;8,4;22,5;13,4;0;0;8;1;990,6;997,9;979,1;;1;10;71;;;9,7;;;166;18;5901
1872;AT13;91900;91905;187209;16,2;28,7;3,3;21,8;11,2;0;0;11;0;991,3;1000,4;979,5;;10;7;71;;;9,7;;;31;6;5901
1872;AT13;91900;91905;187210;12,5;22,6;3;16,6;8,6;0;0;0;0;989,3;1002,3;976,9;;2;8;81;;;9,7;;;50;10;5901
1872;AT13;91900;91905;187211;6,1;15,2;-1,3;8,9;2,7;3;0;0;0;990;1005,2;965,2;;1;12;87;;;6,5;;;81;14;5901
1872;AT13;91900;91905;187212;3,5;16;-5;5,4;1,2;11;0;0;0;988,7;1003,3;967,7;;0;19;84;;;7,6;;;32;17;5901
1873;AT13;91900;91905;187301;1,2;12,4;-5,4;3,6;-1,1;23;6;0;0;993,5;1004,9;958,5;;2;22;87;;;7,2;;;20;13;5901
1873;AT13;91900;91905;187302;0,4;10,7;-6,8;2,6;-2;20;6;0;0;993,5;1015,3;973,5;;1;16;85;;;10,1;;;77;17;5901
1873;AT13;91900;91905;187303;7;16,8;-1,3;11,2;2,4;2;0;0;0;988,6;1000,5;971,2;;8;11;73;;;8,6;;;34;5;5901
1873;AT13;91900;91905;187304;9;22,3;-0,5;13,7;4,1;1;0;0;0;986,9;1000,5;973,5;;4;9;67;;;10,4;;;14;10;5901
1873;AT13;91900;91905;187305;11,5;22,4;3,1;15,8;7,1;0;0;0;0;988,1;999,1;976,4;;0;10;70;;;13;;;85;18;5901
1873;AT13;91900;91905;187306;17,5;29,4;6,2;22,3;12,4;0;0;13;0;990,6;1000,3;978,9;;7;3;68;;;10,1;;;61;16;5901
1873;AT13;91900;91905;187307;21,7;33,7;10,1;27,1;15,6;0;0;22;6;992,9;1001,7;984,3;;5;1;60;;;9,4;;;24;10;5901
1873;AT13;91900;91905;187308;21,3;35;10;27,5;15,2;0;0;21;10;993,3;1002,1;983,6;;16;1;61;;;6,5;;;52;7;5901
1873;AT13;91900;91905;187309;14,1;26,3;2;19,2;9,4;0;0;2;0;993,7;1005,1;982,8;;10;3;73;;;7,9;;;66;13;5901
1873;AT13;91900;91905;187310;12,2;25;1,3;16,2;8,1;0;0;1;0;991,2;1003,9;976,1;;5;5;80;;;7,6;;;27;12;5901
1873;AT13;91900;91905;187311;5,5;18,1;-5,3;7,9;2,7;8;0;0;0;990,5;1004,8;962,4;;4;9;78;;;10,8;;;27;14;5901
1873;AT13;91900;91905;187312;1,3;8,8;-10;4;-1,5;21;5;0;0;1001,3;1017,2;979,6;;9;8;73;;;12,2;;;18;8;5901
1874;AT13;91900;91905;187401;-0,8;12,7;-9,9;2;-4;27;12;0;0;998,9;1010,7;984,7;;1;9;83;;;10,8;;;17;10;5901
1874;AT13;91900;91905;187402;0,3;9;-10;3,4;-2,5;17;4;0;0;994,8;1010,3;977,9;;4;7;76;;;13,7;;;35;14;5901
1874;AT13;91900;91905;187403;4;20,4;-5,8;8,1;0,3;17;0;0;0;996,8;1013,2;977,7;;8;7;65;;;15,8;;;48;10;5901
1874;AT13;91900;91905;187404;11,6;24,5;-0,4;15,8;6,4;1;0;0;0;988;999,5;970,7;;5;10;64;;;9;;;49;12;5901
1874;AT13;91900;91905;187405;10,7;26,4;0,4;14,4;5,8;0;0;2;0;986,4;996,8;970,4;;4;7;66;;;12,2;;;112;20;5901
1874;AT13;91900;91905;187406;18,3;30,6;8;23,2;12,5;0;0;11;2;993,3;1001,3;979,2;;8;7;65;;;8,6;;;117;15;5901
1874;AT13;91900;91905;187407;22,3;33;12,3;27,4;15,9;0;0;25;5;992,3;999,5;981,3;;10;3;66;;;6,5;;;29;10;5901
1874;AT13;91900;91905;187408;17,9;32;7,2;22,2;13,1;0;0;8;1;991,7;999,9;982,5;;3;10;69;;;10,8;;;50;12;5901
1874;AT13;91900;91905;187409;17,4;29,7;5,6;23,4;11,4;0;0;12;0;995,2;1004,3;984,4;;16;2;70;;;6,5;;;37;7;5901
1874;AT13;91900;91905;187410;10,2;26;-1,5;15,1;5,9;2;0;2;0;995;1009,9;974,4;;14;3;78;;;7,6;;;14;7;5901
1874;AT13;91900;91905;187411;1,1;7,7;-6;2,9;-1,1;19;5;0;0;991,1;1009,2;968,7;;0;23;86;;;8,3;;;42;11;5901
1874;AT13;91900;91905;187412;-0,9;6,1;-9;0,8;-3,3;28;9;0;0;983,5;1002,1;968;;0;20;82;;;11,9;;;79;14;5901
1875;AT13;91900;91905;187501;-0,2;11,4;-11;2,5;-3,6;27;12;0;0;995,7;1010,5;967,3;;1;11;78;;;12,6;;;59;17;5901
1875;AT13;91900;91905;187502;-4,6;4,9;-15,5;-2,1;-7,2;26;22;0;0;992,5;1006,7;980,5;;4;9;79;;;11,2;;;35;12;5901
1875;AT13;91900;91905;187503;-0,1;9;-11,5;2,9;-3,2;25;7;0;0;995;1007,1;978,9;;6;11;77;;;9,4;;;72;12;5901
1875;AT13;91900;91905;187504;8,7;22,4;-3,5;13;3,3;2;0;0;0;991,4;1000,7;977,2;;6;6;60;;;7,9;;;28;9;5901
1875;AT13;91900;91905;187505;15,7;27,5;2,5;20,2;9,5;0;0;5;0;992,9;1004,1;979,7;;10;5;62;;;8,6;;;29;11;5901
1875;AT13;91900;91905;187506;20,5;33,4;9,2;25,5;14,9;0;0;16;2;990,6;996,9;984,3;;6;2;67;;;9;;;48;14;5901
1875;AT13;91900;91905;187507;19,7;30,7;9,7;24,3;14,6;0;0;10;1;990,1;1002,7;978,9;;5;2;66;;;9;;;65;13;5901
1875;AT13;91900;91905;187508;20,3;32,8;10,5;25,2;14,5;0;0;17;5;993,5;1002,7;979,6;;13;4;67;;;6,8;;;64;14;5901
1875;AT13;91900;91905;187509;14,3;24,7;-0,6;19,6;9;1;0;0;0;995,5;1006,1;981,9;;11;2;66;;;10,1;;;29;12;5901
1875;AT13;91900;91905;187510;7,7;18,1;0;10,8;4,4;0;0;0;0;988,6;1007,5;963,5;;4;17;81;;;8,3;;;91;18;5901
1875;AT13;91900;91905;187511;3,1;15,7;-6;5,5;0,4;13;2;0;0;987,1;1003,1;968,3;;1;15;78;;;10,8;;;59;16;5901
1875;AT13;91900;91905;187512;-2,3;10,6;-17,1;0,8;-4,8;25;13;0;0;994;1005,3;970,8;;2;18;82;;;13,7;;;72;21;5901
1876;AT13;91900;91905;187601;-4,9;5,4;-14,4;-2,8;-7,4;30;23;0;0;1002,7;1015,3;988,3;;3;19;87;;;7,9;;;25;14;5901
1876;AT13;91900;91905;187602;-0,4;13,2;-14,1;2,4;-3,8;17;14;0;0;989,2;1009,6;973,3;;1;14;85;;;10,1;;;131;23;5901
1876;AT13;91900;91905;187603;5,6;22,5;-3,5;9,5;1,8;9;0;0;0;981,7;992,8;964;;1;11;75;;;14;;;72;17;5901
1876;AT13;91900;91905;187604;12;26,4;0,8;16,8;6,6;0;0;2;0;989,2;1003,3;978,4;;6;10;69;;;9,7;;;37;10;5901
1876;AT13;91900;91905;187605;10,8;24;-1,1;14,7;6;2;0;0;0;991,8;1002,4;979,6;;2;10;64;;;10,4;;;57;9;5901
1876;AT13;91900;91905;187606;18,6;29;8,4;23,1;13,5;0;0;9;0;989,1;996,5;980,1;;5;4;66;;;10,4;;;58;9;5901
1876;AT13;91900;91905;187607;19,8;30,8;11,5;24;14,7;0;0;14;1;993,7;1005,1;984,5;;8;7;64;;;13;;;29;13;5901
1876;AT13;91900;91905;187608;19,9;30,4;7,9;25,1;14;0;0;18;4;992;1000,1;976,5;;13;4;60;;;5,8;;;71;9;5901
1876;AT13;91900;91905;187609;14,3;25,9;2,5;18,7;9,7;0;0;2;0;989,6;1004,1;976,7;;6;5;74;;;9,4;;;66;17;5901
1876;AT13;91900;91905;187610;10,7;21;1;14,7;6,8;0;0;0;0;;;;;4;11;84;;;7,6;;;47;13;5901
1876;AT13;91900;91905;187611;0,4;7,1;-7,8;1,9;-1,8;23;6;0;0;992,7;1000,9;984;;1;20;86;;;9,4;;;47;19;5901
1876;AT13;91900;91905;187612;2;15,6;-14,2;4;-1;15;5;0;0;985,2;1008,8;962,8;;2;16;88;;;5,4;;;43;15;5901
1877;AT13;91900;91905;187701;1,4;12;-9,5;3,7;-1,6;22;6;0;0;994,4;1008,9;977,1;;1;19;88;;;5,4;;;32;11;5901
1877;AT13;91900;91905;187702;2,7;12,7;-3,5;5,4;-0,2;15;2;0;0;988,7;1005,2;968,8;;2;11;77;;;15,8;;;99;18;5901
1877;AT13;91900;91905;187703;3,7;23,1;-10;7,8;-0,6;16;4;0;0;984,6;1003,7;966,3;;5;9;71;;;10,1;;;50;15;5901
1877;AT13;91900;91905;187704;8,1;21,9;-2,5;11,9;4;4;0;0;0;985,2;1000,7;973,7;;4;10;69;;;10,8;;;42;13;5901
1877;AT13;91900;91905;187705;12;26;-0,2;16;7,2;1;0;1;0;987,6;995,7;978,4;;1;10;69;;;10,8;;;64;16;5901
1877;AT13;91900;91905;187706;20;30,4;8,6;24,7;13,3;0;0;15;2;995;1003,6;985,5;;13;2;61;;;7,2;;;28;9;5901
1877;AT13;91900;91905;187707;19,1;31,2;10,1;23,9;14;0;0;15;1;992;1001,5;976,8;;7;5;76;;;8,6;;;67;17;5901
1877;AT13;91900;91905;187708;21,1;34,9;10,4;27,1;15,9;0;0;24;7;991,8;999,6;983,1;;13;2;74;;;8,3;;;32;12;5901
1877;AT13;91900;91905;187709;12,6;27,5;1;17,3;8,9;0;0;1;0;993,2;1005,2;979,3;;8;9;85;;;6,5;;;36;8;5901
1877;AT13;91900;91905;187710;8;19,6;-4,1;12,7;3,7;5;0;0;0;995,5;1008,4;978,7;;8;6;76;;;7,6;;;11;9;5901
1877;AT13;91900;91905;187711;4,9;17,6;-2,5;8,2;1,6;10;0;0;0;;;;;4;10;84;;;6,5;;;35;7;5901
1877;AT13;91900;91905;187712;-0,2;7,3;-13,8;1,8;-2,7;21;7;0;0;994,4;1010,1;973,2;;1;17;87;;;7,2;;;86;18;5901
1878;AT13;91900;91905;187801;-1,4;9,5;-10,2;0,5;-3,9;25;15;0;0;995;1011,2;969,6;;1;22;81;;;15,5;;;72;12;5901
1878;AT13;91900;91905;187802;3;11,8;-7,3;5,5;0,2;12;3;0;0;1000,7;1009,6;984,3;;1;19;79;;;13,3;;;25;10;5901
1878;AT13;91900;91905;187803;4,5;21,5;-7,5;8,2;1,1;12;2;0;0;988,1;1009,6;965,5;;2;12;69;;;19,4;;;82;20;5901
1878;AT13;91900;91905;187804;10,5;22,6;-0,4;15,1;5,7;1;0;0;0;988,1;997,9;967,7;;5;6;67;;;8,3;;;38;11;5901
1878;AT13;91900;91905;187805;14,7;30,5;5,2;19,6;9,5;0;0;3;1;989,4;1001,7;974,5;;6;7;70;;;6,8;;;61;14;5901
1878;AT13;91900;91905;187806;17,8;27,3;6,7;22,7;11,8;0;0;7;0;991;1001,1;975,7;;6;6;69;;;7,2;;;88;12;5901
1878;AT13;91900;91905;187807;18,5;31,6;9,7;22,8;13,3;0;0;7;2;989,5;999,7;979,7;;2;7;68;;;12,2;;;68;13;5901
1878;AT13;91900;91905;187808;18,9;29,1;7,3;23,5;13;0;0;12;0;988,4;998,4;980,1;;4;8;75;;;7,6;;;93;14;5901
1878;AT13;91900;91905;187809;16,3;28;7,5;21;12,2;0;0;6;0;992;1002,8;980,4;;8;6;78;;;7,9;;;58;11;5901
1878;AT13;91900;91905;187810;10,9;20,9;1,8;14,9;7,8;0;0;0;0;990,9;1004,3;977,2;;4;9;84;;;6,5;;;73;12;5901
1878;AT13;91900;91905;187811;4,1;15,5;-4,5;7,1;0,8;13;0;0;0;986,8;1004,5;969,2;;0;12;82;;;9;;;92;10;5901
1878;AT13;91900;91905;187812;-1,9;11;-14;0,4;-5;26;13;0;0;985;1005,5;968,4;;2;18;84;;;11,5;;;48;10;5901
1879;AT13;91900;91905;187901;-2,1;12,6;-13,8;0,4;-4,6;25;17;0;0;993,6;1005,5;977,7;;0;20;87;;;6,5;;;34;17;5901
1879;AT13;91900;91905;187902;1,5;11,3;-5,8;4,3;-0,5;17;3;0;0;980,2;995,9;961,5;;1;12;83;;;11,9;;;51;12;5901
1879;AT13;91900;91905;187903;3,5;17,1;-5,3;7;0,2;15;2;0;0;991,7;1009,9;980,5;;4;15;73;;;13,3;;;72;16;5901
1879;AT13;91900;91905;187904;9;22,8;0,1;13,3;4,7;0;0;0;0;980,2;991,7;967,6;;3;14;72;;;13,3;;;116;12;5901
1879;AT13;91900;91905;187905;12,6;24,6;0,7;16,9;7,7;0;0;0;0;988,7;997,7;971,2;;4;10;72;;;10,1;;;147;12;5901
1879;AT13;91900;91905;187906;18,5;31;9,5;23,7;13,6;0;0;13;1;990,3;998,4;978;;6;6;72;;;11,2;;;111;15;5901
1879;AT13;91900;91905;187907;17,1;31,7;9,8;22,5;12,7;0;0;7;1;989;999,3;979,6;;4;3;73;;;13,3;;;106;20;5901
1879;AT13;91900;91905;187908;19,8;32,1;10,7;25,2;14,7;0;0;15;3;991,2;996,7;985,2;;12;5;70;;;9;;;59;10;5901
1879;AT13;91900;91905;187909;16;28,9;6,3;21,7;11,2;0;0;6;0;993,2;1006,9;981,6;;10;4;75;;;7,6;;;29;9;5901
1879;AT13;91900;91905;187910;8,6;19,2;-0,7;12;5,6;2;0;0;0;994,4;1003,9;972,8;;4;17;81;;;11,9;;;48;10;5901
1879;AT13;91900;91905;187911;1,1;11;-11,8;3,7;-1;14;6;0;0;993;1011,1;976,9;;1;20;84;;;11,9;;;63;20;5901
1879;AT13;91900;91905;187912;-7,4;8;-20,2;-4;-11,2;31;25;0;0;1003,1;1018,4;969,5;;11;8;87;;;9,7;;;26;12;5901
1880;AT13;91900;91905;188001;-2,2;8,6;-12,3;0,2;-4,7;24;17;0;0;1002,9;1023,6;986,4;;3;8;80;;;15,1;;;21;11;5901
1880;AT13;91900;91905;188002;-1,3;14,5;-11,9;1,9;-3,8;21;10;0;0;994,6;1011,3;981,9;;3;17;87;;;7,6;;;40;10;5901
1880;AT13;91900;91905;188003;3,6;18,2;-8,4;9,2;-1,5;21;1;0;0;997,6;1016,4;978,8;;15;7;66;;;7,2;;;41;7;5901
1880;AT13;91900;91905;188004;11,7;25,7;0,7;17,3;6,5;0;0;1;0;987,8;997,7;975,9;150;6;10;67;;;9;;;57;12;5901
1880;AT13;91900;91905;188005;12,8;29,6;1,3;17;8,9;0;0;4;0;989,9;1000,7;980,1;152;4;12;73;;;12,6;;;144;17;5901
1880;AT13;91900;91905;188006;17,5;30,1;8;22,6;12,8;0;0;6;1;988,8;997,6;979,2;221;2;3;70;;;10,8;;;60;14;5901
1880;AT13;91900;91905;188007;21,1;32,4;10,6;26,8;15,4;0;0;21;6;991,5;999,3;980,1;320;8;2;64;;;9,7;;;55;10;5901
1880;AT13;91900;91905;188008;17,5;26,2;9,7;22,2;13,8;0;0;3;0;989,1;999,3;978,5;221;7;8;76;;;10,8;;;111;14;5901
1880;AT13;91900;91905;188009;15,5;29,2;8,2;20;11,8;0;0;5;0;993,7;1003,5;980,5;182;8;9;76;;;9,4;;;45;12;5901
1880;AT13;91900;91905;188010;9,6;20,7;-1;14,1;6,2;2;0;0;0;989,3;1001,1;970;83;1;14;81;;;10,4;;;50;19;5901
1880;AT13;91900;91905;188011;5,2;16,7;-2,9;8,4;2,1;3;0;0;0;995,5;1012,9;969,1;41;0;17;80;;;9,4;;;43;13;5901
1880;AT13;91900;91905;188012;4;10,8;-6,4;6,9;0,9;11;0;0;0;991,4;1009,3;969,3;49;1;16;79;;;16,2;;;91;19;5901
1881;AT13;91900;91905;188101;-4,7;5;-16,4;-2;-7,5;29;20;0;0;990,5;1012,7;968,9;84;5;12;83;;;10,4;;;22;10;5901
1881;AT13;91900;91905;188102;-0,4;7,3;-9,8;2,3;-3,2;24;6;0;0;991,4;1006,7;966,1;69;6;11;81;;;9,4;;;14;5;5901
1881;AT13;91900;91905;188103;4,2;17,5;-10,3;8,3;0,4;14;3;0;0;990,3;1008,8;972,9;100;3;13;71;;;13;;;103;14;5901
1881;AT13;91900;91905;188104;6,9;18,2;-2,3;10,7;3,1;2;0;0;0;989,9;999,7;972,5;103;2;15;73;;;10,1;;;25;15;5901
1881;AT13;91900;91905;188105;13,7;25,5;2,3;18,4;8,6;0;0;2;0;992,5;1008,4;981,2;265;14;8;66;;;9;;;108;12;5901
1881;AT13;91900;91905;188106;17,3;30,7;7;22,1;12,7;0;0;11;2;990,1;998,8;972,4;229;5;7;68;;;9,4;;;35;13;5901
1881;AT13;91900;91905;188107;21,2;33,5;9,9;26,5;15,6;0;0;22;6;993,5;1004,3;978,1;291;11;6;63;;;9,7;;;39;13;5901
1881;AT13;91900;91905;188108;19,4;32,9;6,9;24,9;14,5;0;0;17;2;990;1002,7;977,7;246;7;6;68;;;10,1;;;92;11;5901
1881;AT13;91900;91905;188109;13,3;23;1,8;18;9,3;0;0;0;0;991,9;1004,3;979,6;150;4;9;79;;;7,9;;;60;14;5901
1881;AT13;91900;91905;188110;6,5;15;-1,4;9,1;4,1;4;0;0;0;991,2;1005,5;976,4;35;0;25;81;;;9,7;;;84;19;5901
1881;AT13;91900;91905;188111;3,2;12,4;-6,1;5,9;0,4;15;2;0;0;1000,1;1010,9;984,8;57;4;17;87;;;6,8;;;30;14;5901
1881;AT13;91900;91905;188112;0,7;11;-7;2,6;-1,1;21;4;0;0;997,9;1013,9;973,5;58;2;17;84;;;9;;;10;9;5901
1882;AT13;91900;91905;188201;0,6;11,7;-6,8;3,3;-2,1;22;5;0;0;1007,7;1023,3;987,3;77;6;11;80;;;8,3;;;4;5;5901
1882;AT13;91900;91905;188202;2,2;15,7;-10,7;6,2;-2,4;17;1;0;0;1001,5;1020,9;975,6;133;9;3;68;;;13,7;;;20;7;5901
1882;AT13;91900;91905;188203;9,2;21;-1;14,5;3,8;2;0;0;0;993,8;1009,5;974,4;182;11;5;62;;;13;;;13;9;5901
1882;AT13;91900;91905;188204;9,7;23,7;-2,3;14,9;4,2;7;0;0;0;988,5;1004;972;171;7;8;65;;;10,8;;;38;12;5901
1882;AT13;91900;91905;188205;15;30;1,8;20,1;9,8;0;0;9;1;992,5;1002,4;980,8;247;4;5;62;;;10,1;;;62;12;5901
1882;AT13;91900;91905;188206;16,2;27,2;7,5;21,1;11,1;0;0;5;0;991,8;1001,7;981,3;252;8;5;62;;;12,2;;;35;12;5901
1882;AT13;91900;91905;188207;19,8;35,3;11,9;25,1;15;0;0;15;5;989,3;1000,1;977,9;256;10;7;65;;;10,4;;;177;14;5901
1882;AT13;91900;91905;188208;16,7;28;9,5;20,5;13,3;0;0;5;0;990,4;999,6;983,3;172;4;7;75;;;14,4;;;90;20;5901
1882;AT13;91900;91905;188209;15,3;25,2;5,3;19,2;11,3;0;0;1;0;989,2;1002;975,9;139;6;11;78;;;11,5;;;38;12;5901
1882;AT13;91900;91905;188210;10,6;19,3;2,6;13,3;7,6;0;0;0;0;992,3;1004,8;977,2;92;4;14;83;;;6,8;;;71;14;5901
1882;AT13;91900;91905;188211;5;16,4;-3,3;8,1;2,1;8;0;0;0;987,1;1000,5;968,9;99;6;8;79;;;11,9;;;69;15;5901
1882;AT13;91900;91905;188212;1,5;13,7;-11,5;3,6;-1,1;17;7;0;0;987,7;1007,2;970,3;48;3;21;87;;;10,8;;;67;18;5901
1883;AT13;91900;91905;188301;-1,8;10;-11,4;0,7;-4,5;25;13;0;0;996,2;1011,6;981,6;97;6;7;78;;;8,6;;;36;13;5901
1883;AT13;91900;91905;188302;1,7;9,8;-6,1;3,9;-0,6;18;1;0;0;1000,8;1009,6;980,3;72;5;12;78;;;13;;;35;13;5901
1883;AT13;91900;91905;188303;0,3;14,5;-10,5;4;-3,1;25;5;0;0;986,4;1014,8;965,6;125;5;9;73;;;12,2;;;23;17;5901
1883;AT13;91900;91905;188304;7,4;16,8;-0,4;11,4;3,3;2;0;0;0;990,6;1004,1;971,9;134;3;8;68;;;10,8;;;39;15;5901
1883;AT13;91900;91905;188305;15;27,9;4,6;19,7;10,1;0;0;4;0;989,1;1000,5;975,1;228;4;9;64;;;9,7;;;62;16;5901
1883;AT13;91900;91905;188306;18,1;27,8;9,5;22,7;13,5;0;0;10;0;989,9;1000,4;975,7;260;8;6;70;;;11,2;;;114;16;5901
1883;AT13;91900;91905;188307;19,2;34,1;9,4;24,6;14,4;0;0;17;5;989,9;998,3;982,9;276;5;3;68;;;11,5;;;40;17;5901
1883;AT13;91900;91905;188308;18,5;29;10,3;23,7;13,7;0;0;12;0;993,8;1000,7;984,9;293;12;3;67;;;8,6;;;51;10;5901
1883;AT13;91900;91905;188309;14,9;30,1;6,4;19,3;11,3;0;0;3;1;990,6;998,9;975,3;120;2;10;77;;;7,9;;;42;15;5901
1883;AT13;91900;91905;188310;10;18;0;13,7;7,1;0;0;0;0;994,8;1009,5;978,3;98;3;14;80;;;9;;;23;15;5901
1883;AT13;91900;91905;188311;4;13;-4,2;6,7;1;10;0;0;0;994;1011,2;978;71;3;13;83;;;7,6;;;17;12;5901
1883;AT13;91900;91905;188312;0,9;9,4;-10;3,1;-1,4;16;8;0;0;993,6;1012,4;962,8;52;2;14;80;;;15,5;;;45;19;5901
1884;AT13;91900;91905;188401;2,4;13,6;-9,7;5,3;-0,7;18;4;0;0;997,6;1012,3;973,7;81;6;10;73;;;15,1;;;27;10;5901
1884;AT13;91900;91905;188402;1,8;10,5;-6,8;4,8;-1,1;17;1;0;0;997,1;1006,9;984,3;82;6;11;80;;;5,4;;;7;7;5901
1884;AT13;91900;91905;188403;5,4;20,9;-2;9,5;1,5;10;0;0;0;992,7;1007,1;982,3;114;7;12;76;;;6,1;;;40;14;5901
1884;AT13;91900;91905;188404;7,8;20,3;-3;12,1;3,3;3;0;0;0;984,8;992,3;974,7;133;6;11;70;;;7,2;;;79;11;5901
1884;AT13;91900;91905;188405;15,3;27;4,7;20,7;9,4;0;0;6;0;993,4;1007,2;974;280;14;4;63;;;7,9;;;18;9;5901
1884;AT13;91900;91905;188406;14,9;27;6,9;19,5;10,9;0;0;3;0;988,2;998,4;972,7;163;3;13;71;;;15,5;;;107;20;5901
1884;AT13;91900;91905;188407;20,4;33,3;9,2;25,2;15,1;0;0;17;6;992,2;998,7;984;270;9;4;68;;;7,9;;;41;9;5901
1884;AT13;91900;91905;188408;18,2;30,7;6,9;22,9;13,3;0;0;7;1;993;997,7;979,6;209;7;7;71;;;7,6;;;75;14;5901
1884;AT13;91900;91905;188409;15,2;27,5;4,6;20,9;10,4;0;0;2;0;996,1;1006;973,5;208;13;1;75;;;5,8;;;23;8;5901
1884;AT13;91900;91905;188410;9,1;18,5;2,2;12,8;6;0;0;0;0;993,2;1010,1;977,7;80;2;12;77;;;13;;;132;23;5901
1884;AT13;91900;91905;188411;2,3;12,4;-7,7;4,5;0;11;4;0;0;997,3;1009,7;978,9;47;1;15;82;;;9,7;;;24;12;5901
1884;AT13;91900;91905;188412;1,8;11,2;-8,5;4,2;-0,6;17;4;0;0;990,9;1002,4;966,3;33;0;16;82;;;9,4;;;64;17;5901
1885;AT13;91900;91905;188501;-3,8;3,6;-14,4;-1,1;-6,3;30;18;0;0;995,8;1008,1;973,5;70;8;16;87;;;4;;;31;6;5901
1885;AT13;91900;91905;188502;1,8;12,9;-7,2;5,6;-1;17;2;0;0;992,7;1004,9;975,5;119;9;7;85;;;5,8;;;11;6;5901
1885;AT13;91900;91905;188503;5,1;16;-4,4;9,3;1;11;0;0;0;990,8;1003,7;969,1;141;6;6;71;;;10,1;;;33;13;5901
1885;AT13;91900;91905;188504;12;26,2;-0,1;17,5;6;1;0;5;0;985;1002,1;968,7;242;14;4;60;;;6,8;;;26;8;5901
1885;AT13;91900;91905;188505;12,5;26,5;0,9;17,3;7,5;0;0;4;0;988;998,4;969,5;213;4;11;70;;;10,8;;;185;16;5901
1885;AT13;91900;91905;188506;19,5;32;7;24,9;13,4;0;0;18;6;991,7;1001,2;982,1;291;14;5;62;;;7,9;;;23;9;5901
1885;AT13;91900;91905;188507;20,2;31,5;10,4;25;15,8;0;0;18;3;993,4;1002,8;983,9;257;1;2;67;;;10,1;;;99;14;5901
1885;AT13;91900;91905;188508;17,3;29,4;8,1;22,4;12,6;0;0;6;0;989,7;999,1;975,2;242;9;3;70;;;6,8;;;53;14;5901
1885;AT13;91900;91905;188509;15,2;28,2;4,7;20,6;10,8;0;0;6;0;991,1;1004,8;977,3;194;9;5;74;;;9,4;;;49;15;5901
1885;AT13;91900;91905;188510;9,7;22,6;-2,3;14;5,8;1;0;0;0;986,5;1000,3;964,7;129;5;4;78;;;7,2;;;37;15;5901
1885;AT13;91900;91905;188511;4,3;16,5;-3,6;6,5;2,1;8;0;0;0;993,2;1007,5;972,7;43;2;21;87;;;7,6;;;86;16;5901
1885;AT13;91900;91905;188512;-0,9;16,5;-9,7;1,7;-3;23;13;0;0;998,2;1010,1;969,9;55;6;19;85;;;8,6;;;19;15;5901
1886;AT13;91900;91905;188601;-1,5;9,2;-11,8;0,6;-3,8;27;12;0;0;985,5;1000,8;968,9;21;1;17;90;;;6,1;;;64;15;5901
1886;AT13;91900;91905;188602;-2,1;4,4;-12;0,4;-4,3;27;9;0;0;996,4;1019,7;974,9;53;3;17;88;;;5,4;;;11;8;5901
1886;AT13;91900;91905;188603;0,9;18,3;-16,3;4,5;-3;22;7;0;0;994,1;1005,6;962,8;147;10;9;76;;;10,8;;;72;9;5901
1886;AT13;91900;91905;188604;10,9;22,4;0,5;16,2;5,5;0;0;0;0;990,8;1008,1;975,9;213;9;7;70;;;7,9;;;80;10;5901
1886;AT13;91900;91905;188605;14,5;30;0,9;19,4;9,2;0;0;10;1;991,6;1003,1;972,4;225;9;9;65;;;10,4;;;27;11;5901
1886;AT13;91900;91905;188606;16;28,2;9;20,1;13;0;0;4;0;987,3;998,3;974;174;1;12;77;;;9,4;;;228;20;5901
1886;AT13;91900;91905;188607;19,2;32,6;8,8;24,1;14,6;0;0;12;5;991,4;999,6;979,6;284;8;3;70;;;8,3;;;56;19;5901
1886;AT13;91900;91905;188608;19,6;30,4;9,8;24,3;14,9;0;0;16;1;991,7;997,3;984,3;258;7;2;69;;;8,3;;;38;9;5901
1886;AT13;91900;91905;188609;17;29,6;3,9;23;11,6;0;0;15;0;994,8;1006;978,5;222;16;3;67;;;7,6;;;8;5;5901
